id,age,height,TVCM,SNS,sports,history,purchase
4774,34,178,1,1,1,0,1
4775,33,155,1,0,1,0,1
4776,29,147,1,1,1,0,1
4777,31,198,1,1,1,0,1
4778,31,163,0,1,1,0,0
4779,48,184,0,1,0,0,0
4780,56,181,1,1,0,,1
4781,18,157,0,1,1,1,1
4782,,152,0,0,1,0,0
4783,44,179,1,1,1,0,1
4784,46,122,0,1,1,0,0
4785,30,169,0,1,1,0,0
4786,48,136,1,1,1,0,1
4787,42,172,0,1,1,0,0
4788,34,174,0,0,1,1,1
4789,27,128,0,1,0,0,0
4790,57,176,1,0,1,0,1
4791,57,168,0,0,1,0,0
4792,36,162,1,1,0,0,1
4793,18,176,0,1,0,0,0
4794,32,188,0,1,0,0,0
4795,22,133,0,1,1,1,1
4796,53,172,1,1,1,0,1
4797,41,145,1,0,0,0,0
4798,48,152,1,0,0,0,0
4799,28,196,0,0,0,0,0
4800,19,154,1,1,1,0,1
4801,21,153,0,0,1,1,1
4802,29,167,0,0,0,0,0
4803,58,174,0,0,0,1,1
4804,32,155,1,0,0,0,0
4805,56,157,1,0,1,0,1
4806,53,176,1,,0,0,1
4807,51,175,0,1,0,,0
4808,31,182,1,1,1,0,1
4809,23,151,0,1,,0,0
4810,32,151,1,1,0,0,0
4811,31,157,,1,0,0,0
4812,19,162,1,1,1,0,1
4813,46,180,1,1,1,0,1
4814,30,162,1,0,0,0,0
4815,31,175,0,1,1,0,1
4816,58,175,1,1,1,0,1
4817,23,,0,1,,1,1
4818,40,174,1,,1,0,1
4819,59,194,1,0,1,0,1
4820,24,173,1,1,1,0,1
4821,33,150,0,0,0,0,0
4822,48,132,0,0,1,0,0
4823,53,157,1,1,1,0,1
4824,46,197,0,1,0,0,0
4825,50,165,0,1,0,0,0
4826,36,164,1,1,1,0,1
4827,47,142,0,0,0,0,0
4828,25,171,0,1,0,0,0
4829,21,180,0,1,0,0,0
4830,18,160,1,0,1,0,1
4831,23,169,0,1,1,0,0
4832,58,160,0,1,0,,0
4833,53,174,0,1,1,1,1
4834,33,173,1,1,0,0,1
4835,26,160,0,,0,1,1
4836,21,,0,,0,0,0
4837,19,176,0,0,1,0,0
4838,52,148,0,1,0,0,0
4839,52,186,1,1,1,0,1
4840,39,159,1,1,0,0,1
4841,56,147,0,0,1,0,0
4842,20,154,1,0,1,0,1
4843,35,147,0,0,0,0,0
4844,51,174,0,1,1,0,0
4845,46,146,0,,0,0,0
4846,26,146,0,1,1,0,0
4847,59,187,1,0,0,0,0
4848,23,168,0,1,1,0,0
4849,27,168,0,1,1,0,1
4850,59,174,1,1,0,0,1
4851,27,166,0,1,0,0,0
4852,31,171,0,0,1,0,0
4853,25,154,1,1,0,0,1
4854,50,174,0,1,1,0,1
4855,33,181,0,0,1,0,0
4856,20,145,0,0,0,0,0
4857,59,156,1,0,0,0,0
4858,31,190,0,0,1,1,1
4859,30,155,0,1,1,0,0
4860,45,183,0,0,0,,0
4861,31,176,0,0,0,0,0
4862,59,162,0,1,1,0,0
4863,29,187,0,1,1,0,0
4864,19,149,1,1,1,0,1
4865,50,193,1,1,0,0,1
4866,45,165,1,,1,1,1
4867,27,161,0,1,0,0,0
4868,54,154,1,0,1,0,1
4869,25,202,0,0,1,0,0
4870,29,158,1,1,1,0,1
4871,43,187,,0,0,1,1
4872,54,187,1,0,0,0,0
4873,34,149,1,1,0,0,1
4874,30,165,0,0,0,0,0
4875,58,180,1,0,0,1,1
4876,41,152,0,0,1,0,0
4877,50,163,1,1,0,0,1
4878,19,187,1,1,0,0,1
4879,33,169,0,1,0,0,0
4880,29,159,0,1,0,,0
4881,27,150,0,1,1,0,0
4882,35,139,0,0,1,0,0
4883,40,159,0,,0,1,1
4884,19,162,0,,0,,0
4885,23,142,0,1,0,0,0
4886,54,155,1,1,1,0,1
4887,30,164,0,0,0,,0
4888,46,158,1,1,1,0,1
4889,55,159,1,0,0,0,0
4890,47,147,0,,0,0,0
4891,21,147,1,1,0,0,0
4892,59,162,1,0,1,0,1
4893,35,204,0,1,1,1,1
4894,30,166,,1,0,0,1
4895,36,187,0,1,0,0,0
4896,47,171,0,1,1,0,0
4897,37,171,1,1,1,0,1
4898,51,161,1,0,0,0,0
4899,42,161,0,1,0,0,0
4900,27,149,1,0,0,0,0
4901,33,188,1,1,0,0,0
4902,50,185,0,,1,0,0
4903,24,172,1,0,0,1,1
4904,36,167,1,1,0,,1
4905,52,180,0,1,0,0,0
4906,56,152,1,0,1,0,1
4907,27,150,1,1,0,0,0
4908,56,171,1,0,,0,1
4909,25,137,1,1,0,0,0
4910,40,160,0,1,1,0,1
4911,53,191,1,,0,0,1
4912,33,,,1,0,1,1
4913,45,177,0,1,0,0,0
4914,41,185,0,1,0,0,0
4915,44,172,1,1,1,0,1
4916,29,,0,1,1,0,0
4917,48,,0,1,1,0,0
4918,51,180,1,1,0,0,1
4919,27,169,1,0,0,0,0
4920,34,178,1,0,0,0,0
4921,41,168,1,1,0,0,0
4922,18,172,0,1,1,1,1
4923,25,164,1,1,1,0,1
4924,35,192,1,1,0,1,1
4925,18,181,,0,0,,0
4926,30,190,,1,1,0,1
4927,38,186,0,1,1,0,0
4928,56,180,1,0,1,,1
4929,55,173,1,0,1,0,1
4930,30,137,0,1,0,0,0
4931,55,176,1,0,0,0,0
4932,55,156,0,0,1,,0
4933,37,182,0,1,1,0,0
4934,,156,0,1,1,0,0
4935,31,160,0,1,0,0,0
4936,54,179,1,1,0,0,0
4937,31,146,1,1,1,,1
4938,44,166,1,0,0,0,0
4939,45,137,0,1,0,1,1
4940,22,162,0,1,1,0,0
4941,22,182,1,1,0,0,0
4942,52,160,0,1,1,0,0
4943,49,173,0,1,1,0,1
4944,43,151,1,1,1,0,1
4945,,155,1,1,0,0,1
4946,50,161,0,1,0,0,0
4947,36,171,0,1,0,0,0
4948,41,157,1,1,1,0,1
4949,57,176,1,0,1,0,1
4950,25,196,0,1,0,1,1
4951,54,167,1,1,0,0,1
4952,57,145,0,0,,1,1
4953,24,177,0,1,0,0,0
4954,34,176,1,1,,0,1
4955,28,170,0,,1,1,1
4956,43,168,,1,,0,0
4957,29,191,0,1,1,0,0
4958,32,163,1,1,0,0,0
4959,47,174,1,0,0,0,0
4960,59,163,1,0,0,1,1
4961,41,179,1,1,1,0,1
4962,51,163,1,0,0,0,0
4963,42,166,1,1,0,0,1
4964,43,163,,0,0,0,0
4965,48,158,0,1,1,0,0
4966,48,157,0,1,1,0,0
4967,40,,0,0,,,0
4968,,177,0,0,0,0,0
4969,50,181,1,,0,,0
4970,55,200,0,1,1,1,1
4971,24,153,0,1,,0,0
4972,40,160,1,1,1,0,1
4973,47,161,,0,,0,1
4974,37,159,1,0,1,0,1
4975,49,168,1,1,1,0,1
4976,41,193,1,1,1,0,1
4977,51,205,0,1,0,0,0
4978,33,153,1,1,0,0,0
4979,37,170,1,,0,1,1
4980,40,172,1,1,1,0,1
4981,33,167,0,0,0,0,0
4982,32,179,0,1,0,0,0
4983,53,171,0,1,0,1,1
4984,24,204,,0,0,0,0
4985,19,190,1,,1,0,1
4986,26,202,0,1,0,0,0
4987,36,187,1,1,1,1,1
4988,29,165,1,1,0,0,1
4989,32,167,,1,0,0,0
4990,34,170,,1,1,0,1
4991,46,179,0,1,0,1,1
4992,57,162,1,1,1,0,1
4993,24,154,1,1,0,0,1
4994,,153,1,1,,0,1
4995,44,170,0,1,0,0,0
4996,27,185,0,0,0,0,0
4997,,162,1,1,0,0,1
4998,18,162,1,1,,0,1
4999,52,164,0,1,0,0,0
5000,44,,1,1,0,0,1
5001,36,169,1,0,0,0,0
5002,56,144,1,0,1,0,1
5003,45,173,1,0,1,0,1
5004,26,182,1,1,0,0,0
5005,,144,0,1,1,0,0
5006,42,190,0,1,0,0,0
5007,57,168,1,0,0,1,1
5008,23,141,1,1,1,0,1
5009,20,185,0,1,,0,0
5010,42,189,1,1,1,0,1
5011,57,159,0,0,1,0,0
5012,,173,0,0,0,0,0
5013,55,148,1,0,1,0,1
5014,,169,0,1,0,0,0
5015,55,,1,0,0,0,0
5016,26,157,0,1,1,0,0
5017,23,182,0,1,1,0,1
5018,33,163,0,1,0,0,0
5019,20,,0,1,1,0,0
5020,,153,0,0,1,0,0
5021,40,151,1,1,1,0,1
5022,59,167,1,0,1,0,1
5023,29,179,0,1,1,0,0
5024,36,163,,1,1,0,0
5025,24,167,0,1,0,0,0
5026,31,160,1,0,,0,0
5027,25,189,0,0,0,0,0
5028,52,149,1,1,0,0,1
5029,58,159,0,0,0,0,0
5030,42,187,,1,0,0,1
5031,24,164,1,1,1,0,1
5032,50,153,1,0,0,0,0
5033,20,157,0,,0,1,1
5034,30,161,,0,0,0,0
5035,40,159,0,1,0,0,0
5036,50,181,0,1,1,0,0
5037,50,147,0,1,0,0,0
5038,44,163,0,1,1,0,0
5039,,161,0,1,1,0,1
5040,48,184,1,0,1,0,1
5041,20,195,0,1,1,0,0
5042,45,176,1,1,0,0,1
5043,47,178,0,1,1,0,0
5044,38,,,1,0,0,1
5045,56,158,1,1,1,1,1
5046,58,192,1,0,1,0,1
5047,40,170,0,1,1,0,1
5048,18,149,0,1,,0,0
5049,38,147,0,1,0,0,0
5050,41,153,1,1,1,0,1
5051,,174,,1,1,0,1
5052,23,165,1,0,1,0,1
5053,20,195,0,1,0,0,0
5054,25,,1,1,1,0,1
5055,33,169,1,1,0,0,1
5056,43,171,1,0,1,0,1
5057,48,166,0,,1,0,0
5058,45,169,0,1,0,0,0
5059,47,175,1,1,0,0,1
5060,36,176,1,1,1,0,1
5061,44,144,0,1,0,0,0
5062,38,143,1,1,0,1,1
5063,27,155,0,1,0,0,0
5064,54,207,1,1,0,0,1
5065,33,,0,1,1,0,0
5066,54,148,1,1,0,0,1
5067,18,199,,1,0,0,0
5068,30,184,0,1,0,0,0
5069,,173,1,1,0,0,1
5070,51,151,0,1,1,0,1
5071,,,0,1,1,0,0
5072,40,163,1,1,1,0,1
5073,29,166,1,1,1,,1
5074,28,201,1,1,0,0,1
5075,23,170,1,,1,0,1
5076,23,,0,1,0,0,0
5077,21,163,1,,1,0,1
5078,51,184,0,1,0,1,1
5079,53,184,0,1,1,0,0
5080,30,183,1,1,1,0,1
5081,38,160,0,1,1,0,0
5082,19,172,1,1,1,0,1
5083,20,180,0,1,0,0,0
5084,33,166,1,0,1,0,1
5085,53,154,0,1,0,0,0
5086,31,156,1,1,0,0,1
5087,,,,1,0,0,0
5088,32,161,0,1,0,0,0
5089,56,171,1,0,1,0,1
5090,39,164,0,1,1,0,1
5091,39,169,1,1,0,0,0
5092,34,167,1,1,1,0,1
5093,19,180,1,1,0,0,1
5094,59,182,0,0,1,0,0
5095,39,147,0,1,0,0,0
5096,40,165,0,1,0,0,0
5097,34,162,0,0,0,0,0
5098,21,169,1,1,1,0,1
5099,55,163,0,0,1,0,0
5100,32,163,0,1,0,0,0
5101,34,150,0,1,0,0,0
5102,44,180,0,0,,1,1
5103,18,169,1,1,1,0,1
5104,55,133,1,0,0,0,0
5105,,171,0,1,1,0,0
5106,55,155,1,1,1,0,1
5107,34,185,0,1,1,1,1
5108,35,151,1,0,1,1,1
5109,25,190,1,1,1,,1
5110,46,158,,0,1,0,1
5111,59,179,0,0,0,,0
5112,41,186,0,1,1,0,0
5113,30,138,1,1,0,0,1
5114,58,157,1,1,0,1,1
5115,58,144,0,0,1,0,0
5116,33,162,0,0,1,0,0
5117,26,168,0,1,0,0,0
5118,20,145,1,1,0,0,0
5119,35,199,0,1,1,1,1
5120,,156,0,0,0,0,0
5121,33,191,1,1,0,0,0
5122,43,167,1,1,0,0,1
5123,45,,0,0,1,0,0
5124,33,205,1,1,1,0,1
5125,22,178,1,0,1,0,1
5126,29,164,1,1,0,0,1
5127,54,148,0,1,0,0,0
5128,39,174,0,1,1,0,0
5129,46,189,1,1,1,,1
5130,27,162,1,1,0,0,1
5131,44,178,1,0,1,0,1
5132,39,171,,1,1,0,0
5133,30,172,0,1,1,,0
5134,51,164,0,1,0,1,1
5135,46,173,1,1,1,0,1
5136,57,184,1,1,,0,0
5137,20,162,1,1,0,0,1
5138,24,165,0,1,1,,0
5139,36,154,0,1,0,0,0
5140,45,153,0,1,0,0,0
5141,46,145,0,0,1,,0
5142,54,,1,1,0,1,1
5143,36,168,1,1,1,1,1
5144,27,149,1,1,1,0,1
5145,19,178,0,1,1,0,0
5146,22,156,,0,0,0,0
5147,56,,0,1,1,0,0
5148,33,149,0,1,0,0,0
5149,29,157,1,0,0,,0
5150,36,163,0,1,1,0,0
5151,24,181,0,1,0,0,0
5152,23,182,1,1,0,,1
5153,59,170,1,1,1,0,1
5154,38,160,1,1,,0,1
5155,34,172,0,1,0,0,0
5156,18,179,0,1,1,0,0
5157,57,181,0,,1,1,1
5158,21,141,0,1,1,0,0
5159,53,159,0,1,,0,0
5160,39,140,1,1,1,1,1
5161,40,188,0,1,0,0,0
5162,44,144,0,1,1,1,1
5163,56,164,1,0,1,0,1
5164,18,161,0,1,0,,0
5165,21,173,1,1,1,0,1
5166,,167,1,1,0,0,1
5167,19,186,1,1,1,0,1
5168,27,188,1,1,1,0,1
5169,42,180,0,1,1,0,0
5170,,172,0,0,1,0,0
5171,49,189,0,1,1,1,1
5172,24,,0,0,1,0,0
5173,36,174,,0,0,0,0
5174,37,159,1,1,1,0,1
5175,27,158,0,1,1,0,0
5176,23,179,0,1,1,0,1
5177,36,189,1,1,1,0,1
5178,40,153,0,1,0,1,1
5179,32,182,1,1,0,0,0
5180,40,169,1,1,1,0,1
5181,,179,0,0,0,0,0
5182,39,182,0,0,0,1,1
5183,47,165,1,0,0,0,0
5184,26,138,1,1,1,0,1
5185,57,162,1,0,1,0,1
5186,24,175,0,1,1,0,0
5187,30,157,1,,1,0,1
5188,34,165,1,1,0,0,1
5189,56,,1,0,0,0,0
5190,54,168,0,1,0,0,0
5191,22,132,0,1,1,0,0
5192,54,178,0,1,1,0,0
5193,30,184,,1,1,1,1
5194,38,157,0,1,0,0,0
5195,20,150,0,1,1,0,0
5196,30,174,0,,1,1,1
5197,56,157,1,0,1,0,1
5198,54,159,0,1,1,0,0
5199,32,159,1,,1,0,1
5200,42,156,0,1,0,0,0
5201,38,195,0,1,1,0,0
5202,25,159,1,1,1,,1
5203,48,153,1,1,1,0,1
5204,47,163,0,1,0,0,0
5205,49,177,1,1,,0,1
5206,29,206,0,1,,1,1
5207,26,175,1,1,0,0,0
5208,22,155,1,0,1,0,1
5209,48,165,1,1,0,0,1
5210,33,,,,,0,1
5211,36,166,0,1,,0,0
5212,53,195,1,1,0,0,0
5213,30,173,1,1,0,0,1
5214,35,149,1,1,0,0,1
5215,49,166,1,1,1,0,1
5216,24,172,1,1,0,0,0
5217,20,183,0,1,0,0,0
5218,24,176,1,0,,0,1
5219,39,180,1,1,1,0,1
5220,43,184,1,1,1,0,1
5221,42,151,0,0,0,0,0
5222,54,,1,1,1,0,1
5223,19,163,1,1,1,0,1
5224,43,160,0,0,0,0,0
5225,49,166,0,,0,1,1
5226,59,149,1,0,1,0,1
5227,21,161,,1,1,0,1
5228,20,192,0,1,1,0,0
5229,56,163,1,0,0,0,0
5230,25,173,0,1,0,0,0
5231,48,183,1,1,1,0,1
5232,46,192,0,1,1,0,0
5233,57,164,1,0,1,0,1
5234,41,149,1,1,1,,1
5235,27,176,0,1,,0,0
5236,26,175,1,,1,0,1
5237,47,164,1,1,,0,0
5238,23,152,1,1,1,0,1
5239,38,181,1,1,0,0,0
5240,45,183,,1,1,0,1
5241,25,156,0,,1,0,1
5242,35,163,1,1,1,0,1
5243,57,153,1,,1,0,1
5244,57,181,1,0,0,0,0
5245,57,199,1,0,1,0,1
5246,49,143,1,1,1,0,1
5247,55,174,1,1,0,0,1
5248,39,175,0,0,0,0,0
5249,43,165,0,1,0,0,0
5250,51,165,0,1,0,0,0
5251,39,187,0,,0,0,0
5252,,190,0,1,1,0,0
5253,40,155,0,0,1,0,0
5254,44,183,1,1,0,0,1
5255,51,170,1,1,1,0,1
5256,24,155,0,1,1,0,0
5257,45,175,0,0,1,0,0
5258,21,169,0,0,0,,1
5259,49,184,1,0,1,1,1
5260,28,157,1,0,0,0,0
5261,42,158,1,,1,0,1
5262,40,158,0,1,1,0,0
5263,41,186,0,1,0,0,0
5264,33,183,1,0,1,,1
5265,29,135,1,1,0,0,1
5266,21,132,0,1,,0,1
5267,41,181,1,1,0,0,1
5268,20,155,0,1,0,0,0
5269,33,162,0,1,1,0,0
5270,,160,0,1,0,0,0
5271,44,141,1,1,0,1,1
5272,42,192,0,1,0,0,0
5273,23,159,0,1,1,0,0
5274,44,168,0,1,1,0,0
5275,47,146,0,1,0,0,0
5276,34,182,0,,1,0,0
5277,35,143,1,1,0,0,0
5278,21,155,0,1,0,0,0
5279,19,200,1,1,1,0,1
5280,18,147,1,1,1,0,1
5281,29,189,1,1,0,0,1
5282,56,168,1,0,1,0,1
5283,51,179,0,1,1,0,1
5284,36,,0,1,0,0,0
5285,23,172,0,1,1,0,0
5286,23,158,0,0,0,0,0
5287,25,166,1,1,0,0,1
5288,32,162,1,0,0,1,1
5289,34,148,0,1,0,0,0
5290,43,175,0,1,1,0,0
5291,58,147,1,0,0,1,1
5292,36,158,0,1,0,0,0
5293,38,194,1,0,0,0,0
5294,24,174,0,1,0,1,1
5295,49,154,0,1,0,0,0
5296,,176,1,1,1,0,1
5297,44,177,1,1,1,0,1
5298,26,167,1,1,1,1,1
5299,,154,1,,1,0,1
5300,46,140,1,1,1,0,1
5301,29,156,0,1,0,0,0
5302,21,167,1,1,1,0,1
5303,51,157,0,1,0,0,0
5304,,167,0,1,1,0,0
5305,44,159,0,1,1,0,0
5306,55,180,1,0,0,0,0
5307,,159,1,0,1,0,1
5308,37,151,,1,,0,0
5309,29,146,1,1,0,0,1
5310,21,184,0,0,0,0,0
5311,57,168,,0,1,0,1
5312,48,144,0,1,1,1,1
5313,40,173,0,1,0,0,0
5314,31,160,1,1,0,0,0
5315,58,189,0,1,0,0,0
5316,,176,0,,0,0,0
5317,25,179,1,1,1,0,1
5318,53,162,0,1,1,0,0
5319,26,167,1,,1,0,1
5320,34,168,0,1,0,0,0
5321,21,187,1,0,0,0,1
5322,40,163,0,0,1,1,1
5323,49,172,0,1,0,1,1
5324,49,173,1,1,1,,1
5325,49,159,0,1,0,1,1
5326,28,167,1,0,0,0,0
5327,32,147,1,0,0,0,0
5328,36,169,1,1,0,0,0
5329,48,158,0,1,1,0,1
5330,41,177,0,1,0,0,0
5331,31,160,0,1,0,0,0
5332,33,188,0,1,1,0,0
5333,43,163,1,0,1,0,1
5334,28,173,1,1,1,0,1
5335,31,155,0,1,0,,0
5336,20,150,0,1,0,0,0
5337,54,183,0,1,0,0,0
5338,55,143,1,0,1,0,1
5339,54,153,0,0,0,,0
5340,31,172,0,1,0,0,0
5341,,,0,0,1,0,0
5342,44,171,1,1,0,0,1
5343,26,169,1,1,1,1,1
5344,43,190,0,1,1,0,0
5345,46,178,1,1,1,0,1
5346,45,186,1,1,0,0,0
5347,52,150,0,1,1,0,0
5348,30,156,1,1,1,0,1
5349,55,,0,0,0,0,0
5350,34,,0,1,0,0,0
5351,38,170,0,1,1,1,1
5352,25,184,1,1,0,0,1
5353,38,165,0,1,1,0,0
5354,41,151,1,1,0,0,0
5355,,164,1,1,0,0,1
5356,53,164,1,1,1,0,1
5357,55,165,1,0,1,,1
5358,33,166,1,1,1,0,1
5359,22,170,1,1,1,0,1
5360,33,151,1,1,0,0,1
5361,26,157,0,1,0,,1
5362,54,173,0,0,1,0,0
5363,20,177,1,1,0,0,1
5364,31,150,0,1,0,,0
5365,36,147,1,0,1,1,1
5366,53,172,0,1,0,0,0
5367,56,183,1,1,0,0,1
5368,29,202,1,1,1,0,1
5369,47,154,1,1,1,,1
5370,50,148,0,1,1,0,0
5371,27,163,1,1,0,0,1
5372,23,154,0,1,1,1,1
5373,47,192,0,1,1,0,0
5374,48,,1,1,0,,1
5375,19,176,1,1,0,0,0
5376,56,142,0,0,1,0,0
5377,22,158,0,1,1,0,0
5378,50,153,1,1,0,0,0
5379,39,170,1,1,1,0,1
5380,24,168,,0,,0,0
5381,21,157,0,1,0,0,0
5382,30,162,0,1,1,0,0
5383,21,,0,0,1,0,0
5384,29,144,1,1,0,0,1
5385,31,144,0,1,1,0,0
5386,46,166,1,1,0,0,1
5387,21,173,1,0,1,0,1
5388,51,164,1,1,1,1,1
5389,54,198,0,0,1,0,0
5390,,150,0,1,0,0,0
5391,24,164,0,1,0,1,1
5392,46,174,0,1,1,1,1
5393,28,186,0,1,0,0,0
5394,,171,1,1,1,0,1
5395,33,169,1,1,0,0,1
5396,59,,0,0,0,0,0
5397,,157,0,1,0,0,0
5398,55,153,0,,0,0,0
5399,19,142,1,1,0,0,1
5400,30,195,1,0,0,0,0
5401,37,163,0,1,0,0,0
5402,25,155,0,1,0,1,1
5403,27,156,0,1,0,,0
5404,34,151,1,0,0,0,0
5405,25,172,1,1,1,0,1
5406,45,195,0,1,0,0,0
5407,23,148,0,1,0,0,0
5408,32,168,1,0,0,0,1
5409,49,172,1,0,1,0,1
5410,23,184,1,1,0,0,1
5411,18,148,1,1,1,0,1
5412,41,169,1,0,0,0,0
5413,50,173,1,1,0,0,1
5414,41,,,1,0,0,1
5415,45,154,0,1,1,0,0
5416,42,161,0,1,0,0,0
5417,36,187,1,1,1,0,1
5418,29,159,0,1,0,0,0
5419,33,166,0,1,1,1,1
5420,18,166,,1,0,0,1
5421,48,182,0,0,0,0,0
5422,19,,0,0,0,,1
5423,,161,1,0,0,0,0
5424,37,168,1,0,1,0,1
5425,59,143,1,0,0,0,0
5426,24,149,0,1,1,0,0
5427,56,165,0,0,1,0,0
5428,24,182,1,1,1,,1
5429,,166,0,1,1,0,0
5430,27,172,0,1,0,0,0
5431,22,168,0,0,1,0,0
5432,44,175,0,1,1,0,0
5433,34,141,1,1,1,0,1
5434,28,,1,1,0,0,1
5435,24,163,0,1,0,0,0
5436,43,166,0,1,0,0,0
5437,37,151,0,1,,0,0
5438,26,172,1,0,1,0,1
5439,18,170,1,0,1,,1
5440,20,185,,0,,0,1
5441,26,156,0,1,,0,0
5442,18,155,0,1,1,0,0
5443,47,178,1,1,0,0,0
5444,37,193,1,,1,1,1
5445,27,181,1,0,1,1,1
5446,20,162,0,1,1,0,0
5447,49,151,0,1,1,1,1
5448,19,144,0,1,0,0,0
5449,18,177,0,1,,0,0
5450,22,,0,1,1,0,0
5451,45,153,1,1,0,1,1
5452,47,170,1,1,0,0,1
5453,40,195,0,1,1,0,1
5454,51,,0,0,0,0,0
5455,59,175,1,1,0,0,1
5456,42,166,1,1,1,0,1
5457,41,187,1,1,0,0,0
5458,44,151,0,1,0,0,0
5459,51,181,0,1,0,0,0
5460,37,158,0,1,1,0,0
5461,48,186,1,,0,0,1
5462,58,172,1,0,0,0,0
5463,36,174,0,1,1,0,0
5464,32,177,1,1,0,0,1
5465,56,,0,0,0,1,1
5466,24,185,,1,0,0,1
5467,25,181,0,1,0,0,0
5468,32,166,0,0,1,0,0
5469,33,202,1,1,1,0,1
5470,37,184,1,1,1,0,1
5471,58,167,1,0,0,0,0
5472,39,182,,1,0,0,0
5473,50,161,1,1,1,0,1
5474,40,,0,1,0,0,0
5475,39,149,0,0,0,0,0
5476,,172,0,0,0,0,0
5477,49,158,,1,1,0,0
5478,55,168,1,0,1,0,1
5479,38,157,0,1,0,0,0
5480,20,199,1,1,0,0,1
5481,19,173,1,1,0,0,0
5482,42,179,1,1,1,0,1
5483,54,158,1,1,1,0,1
5484,38,169,0,1,1,0,0
5485,18,177,0,0,0,0,0
5486,29,138,0,1,1,0,0
5487,32,165,1,1,1,0,1
5488,47,134,1,0,1,0,1
5489,44,187,0,0,0,0,0
5490,25,180,1,1,0,0,1
5491,57,191,1,1,1,0,1
5492,44,157,0,0,1,0,0
5493,28,169,,,1,0,1
5494,44,173,0,1,0,0,0
5495,23,139,1,1,0,0,0
5496,52,,1,1,0,0,1
5497,29,187,0,1,0,0,0
5498,21,181,1,1,1,0,1
5499,33,174,,1,1,0,1
5500,31,153,1,0,1,0,1
5501,42,138,0,1,1,0,0
5502,44,163,0,1,1,0,0
5503,59,159,1,0,1,0,1
5504,56,160,1,0,0,1,1
5505,56,176,0,1,,0,0
5506,32,180,1,1,1,0,1
5507,19,145,1,1,1,0,1
5508,58,168,1,0,0,0,0
5509,39,176,1,1,1,0,1
5510,32,157,1,1,1,0,1
5511,,183,0,1,0,0,0
5512,44,192,1,1,1,0,1
5513,28,163,0,1,1,0,0
5514,41,172,0,1,1,,0
5515,54,178,1,0,1,1,1
5516,46,138,1,0,0,,1
5517,45,170,1,1,1,1,1
5518,55,143,,1,1,0,1
5519,30,186,1,1,1,0,1
5520,48,167,0,0,0,0,0
5521,31,172,1,0,0,0,0
5522,26,,1,1,0,0,1
5523,23,184,,1,,0,1
5524,44,164,1,1,1,0,1
5525,21,173,0,1,1,0,1
5526,22,170,0,0,1,0,0
5527,52,142,1,1,0,0,1
5528,25,,0,1,0,0,0
5529,29,161,0,1,1,0,0
5530,,163,1,0,1,0,1
5531,37,132,1,1,1,0,1
5532,22,160,1,0,1,1,1
5533,45,161,0,1,0,0,0
5534,41,168,0,0,0,1,1
5535,23,174,0,1,1,0,0
5536,18,142,1,1,1,0,1
5537,36,153,0,1,1,1,1
5538,,138,1,1,0,0,1
5539,21,170,0,1,0,0,0
5540,47,175,1,1,1,0,1
5541,39,172,0,1,1,0,0
5542,54,150,0,0,0,0,0
5543,57,173,1,0,1,0,1
5544,34,147,1,1,1,0,1
5545,49,177,0,1,,0,0
5546,57,165,1,0,1,0,1
5547,25,153,0,0,,0,0
5548,30,187,1,1,1,0,1
5549,26,161,0,1,0,0,0
5550,39,163,0,1,1,0,0
5551,27,176,1,1,,0,1
5552,36,165,1,,1,0,1
5553,36,,1,1,1,1,1
5554,28,149,0,1,1,0,0
5555,27,152,1,0,1,0,1
5556,21,169,0,1,0,0,0
5557,58,189,0,1,0,0,0
5558,48,,0,1,1,0,0
5559,32,154,1,0,0,0,0
5560,23,184,0,1,0,0,0
5561,52,155,1,1,0,0,1
5562,50,187,0,0,1,0,0
5563,34,167,0,1,,0,0
5564,50,140,0,0,0,0,0
5565,35,170,1,1,0,0,1
5566,41,178,0,1,1,0,0
5567,29,157,,1,1,0,1
5568,47,156,0,1,1,0,0
5569,45,170,0,1,0,0,0
5570,18,172,0,1,0,0,0
5571,42,176,1,1,0,,0
5572,24,155,,1,0,0,0
5573,49,173,0,0,1,0,0
5574,45,162,0,0,1,0,0
5575,53,188,0,1,0,0,0
5576,47,161,1,1,1,1,1
5577,46,165,0,1,0,0,0
5578,50,175,1,1,0,0,0
5579,51,176,0,1,1,0,0
5580,31,178,1,1,1,,1
5581,34,177,1,1,1,0,1
5582,30,,0,1,0,0,0
5583,37,174,1,1,1,0,1
5584,21,156,0,1,,0,0
5585,42,178,1,1,1,,1
5586,23,180,0,1,1,,0
5587,42,180,1,0,1,0,1
5588,,171,1,0,1,0,1
5589,36,186,1,1,0,0,1
5590,52,,1,1,0,0,1
5591,23,168,1,1,1,0,1
5592,,156,1,,1,0,1
5593,38,166,0,0,1,0,0
5594,50,174,0,1,0,0,0
5595,44,172,1,1,0,0,1
5596,18,143,1,0,0,0,0
5597,54,183,0,1,0,0,0
5598,28,155,0,1,0,0,0
5599,37,173,0,1,1,0,0
5600,46,176,0,1,0,0,0
5601,21,140,0,1,1,1,1
5602,46,164,1,1,0,0,1
5603,26,171,1,1,1,0,1
5604,28,177,0,1,0,0,0
5605,37,151,1,0,1,0,1
5606,45,163,1,0,1,0,1
5607,52,170,1,1,1,0,1
5608,24,168,0,1,0,0,0
5609,53,162,1,1,0,0,0
