id,store_id,area,temperature,season,weather,day,custom_num,cost,sales
5744,,1,28,1,0,3,659,110,262240
5745,404,2,,1,1,1,743,108,238356
5746,442,5,30,1,0,4,587,108,219132
5747,,2,26,1,0,4,824,108,254016
5748,458,4,9,3,0,6,750,108,60696
5749,344,5,13,3,0,0,722,108,74088
5750,203,0,9,3,0,1,769,108,61776
5751,917,3,27,1,2,0,544,108,112536
5752,252,5,26,1,0,6,800,120,275640
5753,,2,24,,1,2,822,108,161568
5754,705,5,24,1,1,1,669,108,159624
5755,436,0,21,1,1,,763,108,176040
5756,525,6,18,2,2,4,712,108,90072
5757,847,2,15,2,1,0,647,120,113520
5758,623,,14,3,0,6,774,120,86040
5759,811,4,13,3,0,2,767,108,78516
5760,981,6,30,1,2,3,845,108,212760
5761,835,6,25,1,,4,776,110,245850
5762,221,4,32,1,0,6,715,120,308400
5763,9,5,47,1,0,,,110,262350
5764,566,4,29,1,2,5,786,110,204050
5765,856,0,24,0,1,5,808,120,174000
5766,695,1,23,2,0,0,,110,172810
5767,484,5,16,0,2,2,911,110,121770
5768,634,3,34,1,1,4,742,108,238248
5769,823,2,30,1,1,3,642,108,206712
5770,184,1,29,1,0,2,782,108,302184
5771,305,0,33,1,0,1,661,120,287520
5772,276,6,7,3,0,1,810,120,78480
5773,421,0,10,3,0,5,649,108,64152
5774,949,3,26,1,,6,714,120,205800
5775,829,5,31,1,0,5,825,120,355560
5776,467,,21,2,0,4,782,120,202800
5777,808,4,31,1,1,6,690,108,221508
5778,382,1,27,1,0,,872,120,303360
5779,579,6,12,3,0,5,660,108,67608
5780,293,0,12,3,0,5,692,120,81480
5781,643,1,26,1,,3,788,120,224760
5782,468,,25,1,0,4,825,120,279480
5783,934,2,8,3,0,6,797,108,67932
5784,734,4,21,0,1,2,799,120,170760
5785,801,,12,3,0,5,675,110,72160
5786,89,2,3,3,0,3,727,108,91800
5787,169,3,22,0,0,4,843,120,221520
5788,748,4,29,1,,4,756,108,244512
5789,503,4,8,3,0,3,597,108,47844
5790,22,5,23,2,1,0,889,110,124630
5791,485,2,13,3,0,5,609,110,61160
5792,322,4,28,1,0,3,662,108,255204
5793,569,0,25,1,1,3,899,,260400
5794,667,4,32,1,0,4,734,108,284796
5795,494,1,25,1,1,,724,108,184788
5796,243,6,16,0,0,0,581,110,114950
5797,229,5,37,1,1,4,784,108,253476
5798,58,3,,1,1,1,726,110,190630
5799,120,1,21,0,1,4,742,110,147400
5800,156,2,19,2,0,5,650,108,126900
5801,956,4,9,3,1,4,757,110,50710
5802,227,5,30,1,2,3,615,108,158976
5803,815,5,23,0,0,5,748,110,180840
5804,289,3,17,2,0,3,,108,113724
5805,921,3,10,,,6,628,108,55836
5806,630,5,22,2,0,1,762,108,172044
5807,458,4,11,3,0,2,729,108,75060
5808,231,6,16,2,0,0,716,110,141570
5809,456,1,5,3,1,5,680,110,48070
5810,465,0,20,2,0,,742,110,175780
5811,217,2,20,2,1,5,712,120,150600
5812,775,6,24,1,2,1,724,110,136840
5813,947,4,30,1,2,6,938,108,240408
5814,285,0,11,3,0,0,798,110,89210
5815,167,6,21,0,2,0,859,110,131120
5816,425,4,17,2,0,2,709,108,136296
5817,788,5,14,3,0,3,,108,62100
5818,289,2,15,0,0,4,673,108,127008
5819,625,1,23,2,2,6,752,110,117810
5820,120,1,7,3,0,2,797,110,69850
5821,252,2,18,2,0,4,668,110,135300
5822,522,2,30,,2,2,4004,110,1058420
5823,588,6,2,3,0,4,653,108,54540
5824,559,1,17,0,0,3,720,108,139752
5825,386,5,22,0,0,1,628,120,166320
5826,736,1,18,0,0,5,551,110,110000
5827,,4,31,1,2,2,825,120,232800
5828,309,6,10,3,0,5,634,120,72480
5829,325,0,11,3,0,5,633,108,62532
5830,403,4,10,3,1,2,526,108,48060
5831,384,3,23,0,0,0,725,110,168520
5832,401,0,,1,0,5,808,110,318890
5833,471,0,31,1,1,2,756,108,246564
5834,622,2,16,0,,1,,,102600
5835,980,6,14,2,,1,628,120,77760
5836,58,6,22,2,0,5,555,110,132880
5837,996,4,26,1,1,6,614,108,158976
5838,676,6,5,3,1,2,753,120,56760
5839,396,0,18,0,1,2,599,108,96120
5840,684,0,28,1,2,2,769,120,220560
5841,740,2,23,0,0,4,611,108,143640
5842,847,1,22,2,0,6,474,108,109944
5843,421,3,31,1,2,0,448,108,116208
5844,118,1,17,2,2,2,659,108,84348
5845,408,0,29,1,1,4,724,108,237276
5846,685,5,16,0,0,3,571,108,106812
5847,,5,27,1,1,0,618,108,159084
5848,852,3,23,2,2,1,691,108,106812
5849,890,1,13,3,1,6,711,110,60390
5850,700,1,12,3,0,6,591,110,59290
5851,391,5,,,0,3,549,120,118680
5852,878,5,4,3,0,4,612,108,47196
5853,23,5,17,0,0,6,540,110,101640
5854,788,6,27,1,0,6,681,110,211420
5855,69,5,25,1,1,6,596,108,151416
5856,263,4,11,3,0,5,701,108,70956
5857,804,5,16,2,0,6,776,110,152350
5858,111,5,17,,0,4,797,,170520
5859,649,4,23,0,0,5,700,120,183120
5860,197,6,27,1,2,1,672,110,136070
5861,281,3,30,1,1,0,680,108,218160
5862,545,3,8,3,0,0,732,110,67540
5863,468,0,29,1,1,4,737,120,266520
5864,576,4,27,1,1,5,650,108,167184
5865,161,5,,2,0,6,773,108,148176
5866,83,2,24,0,1,0,709,110,139700
5867,457,0,23,2,0,,723,120,191640
5868,258,2,,1,0,5,603,120,258120
5869,528,4,18,2,1,4,748,108,123444
5870,126,1,31,1,1,4,,120,211080
5871,87,1,13,3,1,6,567,120,57360
5872,829,,25,1,2,2,697,108,146232
5873,826,3,0,3,1,3,690,110,51700
5874,626,6,24,2,0,0,716,108,167724
5875,25,4,20,2,0,3,695,110,161480
5876,122,6,0,3,2,6,753,110,43560
5877,938,2,3,3,,1,808,110,68750
5878,720,2,10,3,0,3,729,108,74628
5879,913,0,15,2,0,2,792,110,153780
5880,40,0,17,0,0,0,568,108,107892
5881,316,4,15,0,0,6,656,110,128700
5882,337,1,17,2,1,0,653,,103680
5883,506,0,13,3,1,2,,120,61920
5884,253,4,34,1,2,4,617,108,154764
5885,497,1,20,2,1,6,614,110,121990
5886,741,6,26,1,2,3,937,108,190620
5887,425,3,23,2,1,1,600,,115280
5888,422,5,22,0,0,2,783,110,189530
5889,204,3,25,1,0,1,,120,251160
5890,198,3,22,2,1,6,782,110,152460
5891,367,2,16,2,0,3,608,108,116424
5892,280,3,35,1,1,5,597,108,194292
5893,289,4,18,0,1,5,602,120,110760
5894,462,0,12,3,1,2,595,110,53790
5895,197,1,44,1,,4,632,120,183840
5896,9,4,34,1,2,1,555,108,142992
5897,37,1,6,3,1,5,776,120,59400
5898,358,0,3,,0,5,759,108,62640
5899,907,2,17,0,0,4,685,108,126792
5900,921,0,21,1,1,5,762,108,178200
5901,784,0,22,0,1,0,780,108,151416
5902,83,0,,3,0,3,807,120,73440
5903,829,5,7,3,0,4,903,108,74412
5904,378,1,20,0,0,2,686,108,158004
5905,919,5,14,3,1,6,517,120,46320
5906,434,0,5,3,0,0,909,110,79750
5907,633,4,37,1,1,4,754,110,247280
5908,880,3,27,1,1,1,626,108,158220
5909,521,3,17,2,0,0,547,108,101196
5910,810,5,21,2,1,1,645,110,126940
5911,425,4,11,3,0,3,545,110,58740
5912,745,2,9,,0,2,730,110,63360
5913,999,3,,3,2,5,588,110,34100
5914,26,1,26,1,0,2,927,108,287820
5915,375,2,18,0,0,6,653,108,129924
5916,630,0,22,0,1,3,516,108,99252
5917,810,6,13,3,0,5,684,110,70290
5918,62,2,33,1,2,4,706,110,185680
5919,779,5,23,0,1,1,652,108,125280
5920,967,0,44,1,0,5,880,108,342252
5921,987,3,28,1,1,6,833,108,269460
5922,160,6,24,2,1,0,813,120,175800
5923,637,0,24,2,0,1,668,110,158510
5924,798,2,26,1,0,2,879,108,271080
5925,854,0,34,1,1,5,677,108,219456
5926,285,4,10,3,0,0,666,108,68040
5927,32,,23,0,1,2,,110,126280
5928,450,4,17,2,0,6,829,108,161352
5929,406,6,10,3,0,2,622,110,67870
5930,175,1,11,3,0,6,3958,108,412344
5931,40,4,18,2,0,2,677,108,130140
5932,239,6,23,1,1,4,710,110,168630
5933,408,6,10,3,0,0,517,,60240
5934,374,2,7,3,0,6,773,108,63396
5935,654,1,0,3,1,0,770,120,53400
5936,514,2,18,0,0,0,798,,155540
5937,195,1,17,0,1,0,764,120,135600
5938,545,6,9,3,0,1,847,108,72360
5939,810,1,14,3,2,1,708,120,54000
5940,292,4,41,1,1,3,749,108,236628
5941,128,5,26,1,1,6,806,108,206280
5942,920,5,16,,0,0,769,,169200
5943,,5,11,3,0,6,787,108,78300
5944,294,1,21,1,0,1,601,108,166536
5945,823,2,18,0,0,3,722,108,139212
5946,268,5,33,1,0,4,644,110,251570
5947,637,2,,0,0,0,,110,144210
5948,271,1,11,3,0,4,819,108,83484
5949,26,6,0,3,0,0,936,110,78760
5950,919,1,3,3,1,0,,108,52164
5951,696,0,26,1,1,2,640,110,170830
5952,989,0,22,0,2,0,626,108,95040
5953,784,1,9,3,,4,596,108,49896
5954,338,1,27,1,1,6,791,108,206712
5955,941,5,15,0,0,5,,108,128088
5956,673,3,14,3,1,3,690,110,58960
5957,246,5,-6,3,2,3,686,120,41160
5958,387,0,24,2,0,4,706,110,175670
5959,570,5,18,2,2,6,797,108,106056
5960,870,4,8,3,2,0,730,110,41250
5961,71,,23,0,0,,792,120,204240
5962,57,4,19,2,0,2,653,108,124092
5963,660,5,17,2,0,2,728,110,141240
5964,368,6,7,3,0,3,673,108,56808
5965,472,0,33,1,1,6,667,110,221760
5966,834,,17,2,0,3,617,110,123420
5967,510,,27,1,1,0,690,120,196080
5968,60,3,19,0,1,5,846,110,140030
5969,522,6,15,2,0,1,841,108,162216
5970,563,3,13,3,0,3,657,108,67824
5971,866,4,24,0,1,2,514,120,109560
5972,728,6,17,2,0,5,727,110,144210
5973,,3,23,0,1,6,649,108,124092
5974,70,3,18,0,0,3,517,108,100116
5975,781,1,29,1,2,0,719,108,185112
5976,742,5,23,2,0,4,541,120,139800
5977,25,,19,2,2,3,723,108,93852
5978,91,5,20,2,0,5,599,108,138456
5979,303,5,23,0,0,0,676,110,162140
5980,325,3,14,3,1,3,700,110,63360
5981,493,2,20,2,0,1,707,108,166428
5982,617,2,29,1,2,0,431,108,109404
5983,23,6,7,3,1,0,857,108,54864
5984,947,1,3,3,0,1,641,108,55404
5985,438,2,15,2,0,3,849,108,163296
5986,280,5,19,2,0,3,605,110,123530
5987,461,2,13,3,1,3,695,110,56100
5988,789,1,14,3,0,5,677,108,73656
5989,525,6,6,3,1,1,690,120,53040
5990,66,2,13,3,1,6,681,108,60372
5991,504,4,23,1,1,4,,110,178640
5992,681,4,22,0,1,1,584,108,115020
5993,641,0,26,1,0,3,732,108,227124
5994,58,5,8,3,0,0,491,120,43800
5995,564,2,37,1,1,0,695,108,223344
5996,896,6,33,1,2,5,714,110,186780
5997,441,4,14,0,1,2,662,110,73480
5998,894,4,,0,0,0,822,,154110
5999,526,4,21,2,0,3,859,120,221040
6000,356,6,34,1,1,6,740,108,238140
6001,135,3,17,2,0,4,806,110,160600
6002,816,6,16,2,0,3,,108,134244
6003,73,6,20,0,0,3,797,110,189750
6004,108,6,9,3,2,3,751,108,46224
6005,561,1,22,1,2,1,598,110,108020
6006,516,2,20,0,0,0,716,,164808
6007,16,5,9,3,2,1,791,108,46872
6008,144,4,23,2,0,4,655,108,155844
6009,249,0,8,3,0,6,977,120,88200
6010,831,6,19,2,0,3,524,108,100548
6011,912,3,24,0,2,6,615,108,96120
6012,451,3,28,1,0,6,838,120,364320
6013,872,5,23,2,0,2,552,108,128520
6014,182,1,14,3,,4,693,108,45792
6015,258,5,14,3,2,1,649,110,43010
6016,544,2,7,3,0,6,713,,64920
6017,697,0,30,1,1,2,730,110,241120
6018,326,5,9,3,0,4,807,108,65664
6019,981,2,9,3,0,2,615,110,49830
6020,668,5,12,3,1,2,4028,120,385560
6021,790,4,27,1,2,4,696,108,143532
6022,667,5,23,0,2,6,692,120,117240
6023,889,0,24,0,0,4,678,120,174840
6024,177,5,33,1,0,0,713,110,275770
6025,894,0,16,2,2,1,742,108,95580
6026,772,2,12,3,0,3,707,110,73810
6027,772,2,34,1,,0,727,120,312480
6028,991,3,9,3,0,2,653,108,48816
6029,962,5,14,3,1,2,,108,61020
6030,217,4,19,2,0,4,666,108,128088
6031,734,6,14,3,1,3,743,108,65556
6032,331,5,30,1,0,3,674,110,270600
6033,714,6,14,3,0,3,655,108,67284
6034,194,4,20,0,0,4,499,108,112644
6035,331,1,18,0,1,2,792,108,131760
6036,588,2,18,2,0,3,715,120,150240
6037,468,4,,1,0,3,706,108,271728
6038,649,6,20,0,2,3,,120,101160
6039,762,5,14,3,1,4,710,108,61128
6040,35,5,10,3,,0,646,108,69228
6041,435,1,24,0,0,5,645,120,167280
6042,646,2,22,0,0,0,4030,110,952930
6043,510,1,,3,0,2,802,110,86130
6044,543,5,5,3,,3,,108,51084
6045,283,4,29,1,1,,458,108,146340
6046,10,3,7,3,1,1,777,110,51150
6047,688,0,23,0,,6,656,110,129030
6048,968,5,33,1,0,1,764,108,296352
6049,217,3,13,3,0,0,560,120,68280
6050,613,6,14,3,0,3,633,120,76800
6051,335,6,21,0,1,0,916,108,177336
6052,538,6,18,2,1,,809,120,148440
6053,837,0,30,1,2,4,687,108,178848
6054,210,1,4,,2,1,,120,40800
6055,960,2,28,1,1,2,635,110,203170
6056,932,2,32,1,1,5,706,108,228852
6057,,5,28,1,1,1,605,108,196992
6058,37,2,13,,0,5,568,110,58740
6059,594,3,10,3,0,1,599,108,62208
6060,77,2,,3,1,5,680,108,58536
6061,723,5,32,1,1,0,773,108,247212
6062,834,0,5,3,0,1,651,120,59400
6063,239,0,26,1,1,0,747,108,189108
6064,761,0,21,2,0,3,554,108,127116
6065,168,2,26,1,0,3,4053,110,1281830
6066,233,4,13,3,2,0,837,108,54648
6067,128,6,22,0,,2,588,108,88020
6068,166,0,10,3,0,2,856,108,92664
6069,320,0,-2,3,1,0,735,120,55200
6070,905,4,14,3,0,0,651,108,69012
6071,,5,16,2,0,0,737,110,141900
6072,945,2,16,2,0,2,759,,144072
6073,515,6,36,1,0,0,767,120,332280
6074,133,2,30,1,0,1,751,108,290736
6075,849,3,32,1,0,5,695,120,299760
6076,764,2,5,3,0,2,904,110,75680
6077,274,0,24,1,1,2,648,110,149820
6078,813,3,27,1,2,0,709,110,149160
6079,715,4,32,1,1,3,601,108,189108
6080,576,4,42,1,1,6,636,108,200340
6081,629,1,6,3,1,,812,108,54108
6082,294,6,19,0,1,,618,110,103510
6083,108,3,25,1,2,4,801,108,168696
6084,,4,18,2,0,0,,108,125280
6085,529,6,0,3,0,6,736,110,58300
6086,684,1,19,0,1,2,819,108,130464
6087,658,0,30,1,1,5,781,110,262460
6088,447,4,13,3,0,6,592,108,60264
6089,390,6,,1,2,4,886,108,231336
6090,975,1,14,2,,1,704,110,77330
6091,822,1,24,1,2,3,580,108,107568
6092,700,3,32,1,1,6,699,110,226050
6093,423,2,27,,1,1,663,110,178090
6094,384,0,20,0,0,2,766,108,176148
6095,293,2,22,0,0,5,689,110,161920
6096,548,1,19,0,1,2,601,120,104280
6097,135,4,17,2,0,3,730,108,142344
6098,557,2,21,0,1,4,627,110,121330
6099,511,5,31,1,2,4,772,110,196680
6100,907,5,15,2,1,4,788,110,123860
6101,644,2,23,,0,5,694,110,165440
6102,710,4,19,2,1,4,,108,99684
6103,550,6,27,1,1,2,574,120,166200
6104,892,2,22,0,0,3,630,110,148720
6105,808,5,28,1,0,,754,110,299970
6106,830,4,10,3,1,1,558,110,45650
6107,838,0,6,3,2,0,586,120,33480
6108,976,6,33,1,,5,741,108,289656
6109,674,5,16,2,0,1,678,108,128736
6110,848,3,18,0,0,0,686,108,135216
6111,736,4,21,0,0,2,993,108,226476
6112,412,4,18,0,0,6,563,120,119760
6113,,6,33,1,1,1,748,110,248160
6114,,4,6,3,0,3,877,108,72792
6115,817,3,36,1,0,6,793,,303156
6116,264,1,5,3,0,4,648,110,56540
6117,789,5,21,0,1,5,758,110,154110
6118,50,6,27,1,1,1,544,108,137268
6119,408,0,4,3,0,6,729,108,59400
6120,400,,27,1,1,0,641,108,165024
6121,85,5,27,1,1,1,709,108,182520
6122,266,4,29,1,2,0,515,108,135864
6123,160,2,9,3,0,5,692,108,57456
6124,392,0,21,0,0,4,848,110,200750
6125,187,4,20,0,0,2,842,110,201960
6126,485,1,14,3,0,3,649,108,68040
6127,454,2,26,1,0,3,537,120,183960
6128,474,4,11,3,1,5,689,108,57348
6129,106,3,12,3,0,3,660,120,71160
6130,731,2,25,1,2,4,621,110,133100
6131,762,6,8,3,0,0,894,108,74628
6132,45,6,27,1,1,2,746,108,193860
6133,985,3,39,1,1,6,638,120,231000
6134,660,0,11,3,2,1,740,108,50652
6135,468,2,10,3,0,0,720,108,73224
6136,717,5,27,1,2,,686,120,155400
6137,162,2,12,3,0,0,692,108,68364
6138,260,3,19,0,0,4,934,108,179172
6139,560,6,26,1,1,,681,,191760
6140,,0,30,1,2,5,624,108,161352
6141,536,0,20,0,1,4,660,110,132220
6142,,3,37,1,0,2,677,108,263844
6143,615,4,11,3,0,,792,108,79272
6144,811,1,18,2,1,6,748,120,132960
6145,205,3,45,1,1,4,554,108,176580
6146,228,,22,,1,5,781,110,183260
6147,481,4,24,2,0,4,643,110,151910
6148,204,4,17,2,,4,659,108,128952
6149,528,5,37,1,0,3,651,108,253908
6150,57,5,34,1,1,6,636,110,206470
6151,517,2,23,,0,4,790,108,186624
6152,993,6,23,0,0,0,763,108,175176
6153,379,6,27,1,,0,857,108,218916
6154,735,2,28,1,0,5,758,108,294948
6155,8,0,32,1,0,0,637,108,249480
6156,33,4,25,1,2,1,749,110,156860
6157,310,,36,1,0,0,747,108,292464
6158,320,6,20,2,2,0,811,108,126252
6159,416,0,12,3,0,5,679,120,76920
6160,479,6,15,0,1,1,755,108,120960
6161,770,3,20,2,1,1,,108,162972
6162,490,0,15,2,0,1,640,120,140400
6163,155,3,20,2,0,6,646,108,153252
6164,720,3,12,3,0,4,696,108,73656
6165,87,,18,2,0,2,781,110,153230
6166,834,0,23,1,1,1,717,110,165660
6167,,4,19,0,0,2,764,110,149270
6168,741,5,20,0,0,1,759,110,184690
6169,45,3,,3,0,0,337,108,29160
6170,660,5,13,3,0,2,731,120,82800
6171,704,2,32,1,1,0,877,108,284148
6172,647,1,23,1,2,4,642,108,119016
6173,473,1,10,3,,1,829,110,88000
6174,792,4,29,1,1,4,936,110,303490
6175,193,3,13,,0,4,,108,77652
6176,611,4,14,3,0,6,687,120,79440
6177,318,4,28,1,2,1,656,110,170830
6178,94,6,19,2,,6,875,120,187920
6179,,5,12,3,0,2,,110,64130
6180,220,2,11,3,1,1,833,108,73656
6181,226,6,19,2,0,2,,110,116160
6182,917,4,22,2,0,3,706,108,165348
6183,343,6,19,2,0,5,760,120,161760
6184,913,0,13,3,0,3,611,108,63828
6185,325,5,28,1,1,1,587,,208440
6186,895,,20,0,1,2,689,108,135540
6187,771,6,11,3,0,3,809,110,83820
6188,345,5,8,3,0,1,688,108,58104
6189,,2,,3,0,6,622,108,52812
6190,699,1,25,1,1,5,671,120,191280
6191,646,4,16,0,0,2,550,120,114480
6192,701,4,,3,1,2,,110,65230
6193,723,1,26,1,,4,820,120,282720
6194,22,2,3,,0,3,430,110,21120
6195,535,5,24,0,1,,716,108,138348
6196,,2,,3,0,5,707,120,67560
6197,76,3,14,3,0,4,603,108,63828
6198,662,0,7,3,0,4,741,110,62260
6199,60,2,33,1,1,6,678,110,221430
6200,906,6,17,0,0,5,649,108,126036
6201,718,6,29,1,0,2,738,120,317760
6202,185,5,14,3,2,4,747,120,54960
6203,41,6,29,,1,0,726,110,239470
6204,581,4,23,0,0,2,564,108,129492
6205,679,0,23,2,0,0,545,110,132220
6206,757,2,10,3,0,0,720,120,81960
6207,883,6,26,1,0,0,559,120,191160
6208,458,3,14,3,0,5,,120,69480
6209,445,0,15,0,0,,644,,127116
6210,346,1,32,1,0,4,506,108,196344
6211,410,4,1,3,0,6,624,120,54960
6212,723,,30,1,1,,679,108,219024
6213,174,0,14,2,0,3,589,108,73764
6214,628,0,29,1,1,1,,110,290180
6215,144,0,,1,2,3,749,108,191700
6216,641,1,37,1,1,6,721,108,229500
6217,211,0,18,0,0,4,774,108,148500
6218,334,5,20,2,0,0,857,108,195696
6219,521,5,13,3,,,698,120,81000
6220,831,5,26,1,0,5,623,108,191376
6221,492,1,6,3,2,6,759,120,48120
6222,319,0,28,1,0,2,777,108,294192
6223,444,0,21,0,1,2,757,108,145800
6224,163,1,12,3,0,0,,108,75060
6225,355,6,12,3,0,6,577,110,58850
6226,136,,20,2,1,3,708,108,134676
6227,730,2,25,1,1,3,774,120,218880
6228,,1,26,1,2,,758,110,159830
6229,371,5,10,3,0,0,807,110,87560
6230,360,,-3,3,0,0,751,108,58536
6231,173,2,18,0,0,5,778,110,154000
6232,,0,12,3,,5,797,108,84348
6233,189,0,37,,0,5,716,120,305040
6234,729,4,15,2,0,1,744,110,143660
6235,300,2,31,1,1,0,567,110,184910
6236,948,5,13,3,0,0,548,110,56540
6237,526,1,29,1,1,0,747,108,237924
6238,496,2,7,3,0,2,672,110,57970
6239,141,4,13,3,0,6,856,108,89208
6240,570,1,8,,,6,738,108,50220
6241,902,6,16,2,2,3,668,108,86292
6242,363,1,-2,3,0,6,793,120,74520
6243,252,3,1,3,,6,,108,67284
6244,584,0,10,3,0,3,829,108,84456
6245,742,6,21,0,0,5,744,120,190800
6246,51,1,20,,,3,645,110,126390
6247,782,1,8,3,0,4,912,110,75460
6248,622,3,35,1,2,1,745,108,195048
6249,796,3,26,1,0,2,628,120,217200
6250,157,1,36,1,0,3,665,110,268180
6251,223,4,18,0,0,5,660,108,126792
6252,94,5,5,3,0,0,695,108,58320
6253,264,5,10,3,2,0,813,110,54450
6254,619,3,-3,3,0,3,745,108,62532
6255,450,2,18,0,0,6,678,108,129060
6256,56,4,14,3,0,6,818,108,78948
6257,335,2,21,0,0,0,,108,151092
6258,440,2,17,2,0,5,621,120,129720
6259,952,6,21,0,1,3,600,108,116748
6260,988,4,23,0,1,2,679,108,130464
6261,866,1,31,1,0,1,778,108,300456
6262,805,0,25,1,1,4,736,108,184140
6263,682,5,-2,,0,1,663,110,53350
6264,102,2,19,,1,2,659,120,118320
6265,357,4,21,2,0,2,806,110,192610
6266,216,2,17,2,0,5,803,120,173640
6267,261,0,16,0,0,6,848,110,171050
6268,910,3,32,1,0,0,530,108,205524
6269,696,3,9,3,0,1,591,110,51810
6270,226,5,8,,0,6,537,108,41796
6271,395,5,16,0,1,0,4033,108,653076
6272,912,3,12,3,2,1,663,108,42984
6273,671,5,14,3,1,1,788,120,73320
6274,242,6,36,1,1,3,749,120,269760
6275,588,2,14,3,2,3,707,108,48816
6276,186,,14,3,0,1,580,120,69360
6277,955,4,12,3,1,5,686,108,61128
6278,448,6,29,1,1,5,731,108,235764
6279,,6,27,1,1,3,,108,183708
6280,866,6,26,1,0,0,606,120,204600
6281,576,1,24,2,0,4,727,110,171930
6282,632,6,9,3,0,3,667,120,59280
6283,,0,30,1,1,5,740,108,244296
6284,656,3,20,2,1,1,604,120,128520
6285,895,1,6,3,0,0,610,108,54324
6286,644,0,28,1,0,3,3731,110,1476640
6287,356,3,11,3,0,0,787,120,91680
6288,515,3,9,3,,5,763,110,65450
6289,389,5,20,2,,0,,108,150120
6290,734,5,26,1,2,6,811,110,170280
6291,,6,20,2,0,0,505,110,117150
6292,50,1,11,3,0,,655,110,66550
6293,383,6,29,1,1,5,989,108,321084
6294,170,5,13,2,2,1,612,120,59160
6295,724,0,19,2,1,0,597,,95904
6296,432,4,19,0,0,6,862,110,174680
6297,813,5,9,3,,,627,110,51370
6298,271,3,,1,1,5,700,110,225170
6299,229,6,26,1,1,3,763,110,199650
6300,233,1,37,1,0,6,818,120,348480
6301,117,1,7,,,3,688,108,56700
6302,732,6,21,0,1,0,783,108,152928
6303,603,5,32,1,1,2,827,120,296760
6304,183,4,13,0,0,3,684,110,88000
6305,187,6,14,3,1,3,,110,53130
6306,507,4,5,3,0,6,867,108,66420
6307,493,1,5,,1,,,108,54216
6308,183,6,18,0,0,6,633,110,127270
6309,893,1,22,0,1,3,805,108,156168
6310,673,5,,1,1,0,795,120,219000
6311,267,2,16,2,0,4,825,120,176760
6312,639,,7,3,1,4,675,120,51600
6313,987,4,21,0,1,4,866,108,170532
6314,802,4,27,1,1,1,655,108,169128
6315,472,,29,1,1,6,777,108,247860
6316,269,1,15,2,1,2,669,108,107028
6317,391,5,27,,1,,656,108,170532
6318,408,,20,2,0,3,763,120,196440
6319,705,3,5,3,0,0,544,108,43416
6320,99,0,22,0,1,0,492,108,92124
6321,594,5,26,1,0,1,,120,261480
6322,366,1,43,1,1,0,831,110,273460
6323,296,6,15,0,1,1,662,108,108000
6324,695,0,35,1,1,,751,108,239760
6325,577,5,,,0,4,897,110,173030
6326,234,1,22,0,0,0,626,120,161400
6327,283,4,36,1,2,0,768,108,203904
6328,911,3,17,0,0,2,609,108,117072
6329,143,2,13,0,1,4,638,108,64584
6330,297,1,8,3,1,0,608,110,41800
6331,973,1,18,2,0,1,565,108,108324
6332,518,6,10,3,0,1,608,108,64152
6333,638,4,20,2,0,3,565,108,125712
6334,250,6,16,2,1,3,493,108,80136
6335,224,2,36,1,1,2,636,120,228000
6336,476,4,38,1,0,0,692,,261252
6337,824,1,37,1,1,3,645,108,211356
6338,180,4,17,2,0,2,795,110,155760
6339,646,5,34,1,1,5,614,110,199540
6340,334,0,10,3,1,0,584,108,50436
6341,415,0,4,3,0,1,644,108,55296
6342,390,0,7,3,0,0,864,108,69336
6343,545,2,29,1,0,6,710,110,283800
6344,,5,36,1,2,3,721,108,187380
6345,186,6,29,1,2,6,872,108,222912
6346,762,0,25,1,0,4,829,108,254232
6347,894,3,20,2,0,6,562,110,132330
6348,46,2,,,1,1,655,110,107580
6349,639,4,15,0,0,5,684,110,132990
6350,538,4,14,3,0,3,600,108,61560
6351,,6,27,1,0,1,853,108,264708
6352,160,5,13,3,1,0,684,108,53028
6353,700,3,18,2,2,5,790,,99144
6354,763,0,37,1,2,3,907,120,255480
6355,814,4,15,2,0,0,601,110,120010
6356,95,4,21,2,0,3,720,108,166212
6357,647,4,24,0,1,0,505,120,108960
6358,,2,25,1,0,,640,108,196668
6359,807,4,18,2,0,4,799,108,149148
6360,193,3,17,2,0,1,615,120,135360
6361,261,5,28,,,1,671,120,239040
6362,613,2,16,2,0,1,737,108,142992
6363,,2,,1,1,,663,108,215028
6364,934,4,24,2,0,6,644,108,151308
6365,557,5,23,2,0,2,637,108,150120
6366,663,1,,3,0,6,656,108,55944
6367,268,3,8,3,1,4,725,108,50112
6368,649,3,9,3,0,0,791,108,70416
6369,157,3,,,1,0,709,108,114588
6370,157,2,26,,1,2,673,120,193320
6371,13,2,31,1,0,2,732,110,289850
6372,599,2,18,2,1,0,642,110,104390
6373,792,2,22,2,0,6,603,,139644
6374,649,2,,0,0,4,729,108,141588
6375,68,1,13,3,2,6,646,108,47520
6376,421,3,4,3,0,0,605,108,50220
6377,440,3,15,0,2,4,779,120,110280
6378,715,4,28,1,1,2,624,108,200340
6379,342,6,25,1,0,3,525,108,158544
6380,188,3,25,1,,3,628,120,178320
6381,664,5,26,1,2,3,778,108,162540
6382,613,5,22,0,0,1,4106,120,1053360
6383,104,5,30,,0,1,807,108,312012
6384,488,1,25,1,1,1,708,110,185790
6385,180,6,24,1,0,5,,108,159192
6386,565,6,,3,0,,780,108,82944
6387,866,6,12,3,0,6,668,108,70092
